-1 3:4263.407500 5:1997.892900 14:1181.630000 15:2417.958300 43:1926.396200 44:2701.363700 87:1134.617900 95:343.467500 159:811.610710 164:397.515000 175:977.555000 206:1060.013800 251:672.084210 353:609.838640 485:862.616250 822:560.583750 1272:194.665480 1325:662.065000 1378:392.973750 1791:1041.230000 
1 3:4883.448700 5:2015.221400 14:3630.382500 15:1906.213100 43:1288.305000 44:4866.308800 87:1413.435700 95:423.621250 159:2218.110700 164:693.290000 175:977.143750 206:1014.413800 251:676.609210 353:616.738640 485:2135.035000 822:4421.815000 1272:470.480950 1325:755.996250 1378:1159.112500 1791:3623.010000 
-1 3:5369.968800 5:1166.553600 14:855.455000 15:802.304760 43:535.726250 44:2106.655000 87:1428.503600 95:236.002500 159:601.492860 164:850.106250 175:783.718750 206:1032.906200 251:103.271050 353:570.588640 485:89.375000 822:442.392500 1272:476.350000 1325:59.576250 1378:16.913750 1791:1112.505000 
1 3:5955.835000 5:2002.613100 14:1789.670000 15:1587.791700 43:901.290000 44:4344.305000 87:1753.314300 95:387.528750 159:672.671430 164:375.185000 175:1007.008700 206:634.916250 251:252.734210 353:579.443180 485:100.457500 822:1325.392500 1272:452.727380 1325:416.488750 1378:330.473750 1791:1846.448800 
-1 3:3400.740000 5:2181.420200 14:2285.308800 15:2576.748800 43:2451.591200 44:1477.365000 87:755.882140 95:823.930000 159:1439.628600 164:746.410000 175:434.328750 206:442.803750 251:1206.517100 353:294.838640 485:647.487500 822:340.535000 1272:157.285710 1325:340.588750 1378:1012.135000 1791:848.931250 
1 3:1566.315000 5:1810.204800 14:3466.791200 15:2137.417900 43:1022.653800 44:1754.693800 87:451.914290 95:607.718750 159:804.725000 164:640.848750 175:335.485000 206:338.458750 251:314.365790 353:197.754550 485:498.781250 822:452.806250 1272:168.947620 1325:143.283750 1378:421.166250 1791:1150.291200 
-1 3:3705.553700 5:2460.904800 14:1364.170000 15:2093.501200 43:1501.821300 44:1989.628800 87:734.782140 95:471.928750 159:407.528570 164:742.973750 175:711.217500 206:694.562500 251:682.309210 353:349.222730 485:272.678750 822:143.923750 1272:234.633330 1325:1310.698800 1378:630.796250 1791:794.450000 
1 3:2870.255000 5:1854.106000 14:3616.246200 15:1673.226200 43:884.362500 44:2627.187500 87:690.092860 95:544.300000 159:1024.203600 164:797.336250 175:500.407500 206:767.575000 251:559.272370 353:225.579550 485:373.397500 822:1253.543800 1272:158.192860 1325:43.846250 1378:300.710000 1791:3117.500000 
-1 3:4723.782500 5:5346.541700 14:3334.285000 15:5329.664300 43:4384.520000 44:3108.393800 87:1088.164300 95:1900.503800 159:2767.450000 164:2200.055000 175:1676.720000 206:1150.621200 251:674.514470 353:706.363640 485:576.656250 822:418.680000 1272:203.544050 1325:1474.045000 1378:269.923750 1791:1407.426200 
1 3:3318.513700 5:2632.889300 14:5729.321200 15:2763.322600 43:1562.018700 44:3374.022500 87:1061.110700 95:1148.588700 159:1341.400000 164:924.432500 175:792.718750 206:736.155000 251:598.694740 353:380.604550 485:1661.735000 822:1770.675000 1272:460.923810 1325:628.382500 1378:2519.726200 1791:2246.962500 
-1 3:2327.626300 5:5893.278600 14:3648.427500 15:5570.308300 43:4247.442500 44:1665.713700 87:812.803570 95:1691.811200 159:4792.157100 164:956.408750 175:641.090000 206:1775.470000 251:8554.407900 353:320.893180 485:2040.120000 822:167.861250 1272:156.167860 1325:3178.748800 1378:1838.766200 1791:3378.411200 
1 3:6042.840000 5:3511.084500 14:6074.590000 15:3723.878600 43:2225.323700 44:5704.942500 87:1662.057100 95:894.571250 159:1533.485700 164:1314.505000 175:1711.035000 206:1973.427500 251:1047.765800 353:586.488640 485:1435.761200 822:3307.497500 1272:1051.858300 1325:968.868750 1378:692.257500 1791:6506.113800 
-1 3:4773.680000 5:3174.241700 14:2609.572500 15:2711.746400 43:2102.437500 44:2166.471200 87:742.360710 95:443.668750 159:3964.978600 164:829.996250 175:599.716250 206:527.073750 251:1122.169700 353:372.156820 485:299.153750 822:491.157500 1272:275.102380 1325:665.430000 1378:563.735000 1791:1038.478800 
1 3:4075.122500 5:2973.275000 14:3216.153800 15:2676.371400 43:1616.481200 44:2420.882500 87:674.307140 95:416.050000 159:1561.264300 164:502.895000 175:464.061250 206:472.203750 251:336.318420 353:288.331820 485:150.205000 822:1399.627500 1272:163.829760 1325:77.136250 1378:447.711250 1791:2158.106200 
-1 3:4288.616200 5:3147.402400 14:2555.937500 15:3371.301200 43:2794.048800 44:3223.692500 87:1587.200000 95:946.871250 159:1995.103600 164:1856.397500 175:738.956250 206:703.943750 251:1429.160500 353:526.256820 485:539.956250 822:420.630000 1272:254.652380 1325:812.937500 1378:504.870000 1791:1985.385000 
1 3:2606.500000 5:5967.085700 14:2464.192500 15:3904.840500 43:2218.703800 44:2250.542500 87:592.178570 95:537.238750 159:704.314290 164:263.055000 175:612.568750 206:201.386250 251:369.668420 353:228.113640 485:98.738750 822:295.067500 1272:138.579760 1325:62.270000 1378:419.718750 1791:422.685000 
-1 3:1619.276200 5:3401.150000 14:1290.420000 15:4205.417900 43:2971.911200 44:834.818750 87:451.021430 95:578.016250 159:891.050000 164:935.800000 175:405.007500 206:939.382500 251:305.157890 353:199.236360 485:382.387500 822:36.388750 1272:233.267860 1325:617.515000 1378:124.101250 1791:1683.766200 
1 3:2341.086300 5:3058.271400 14:2445.211200 15:1834.091700 43:907.536250 44:1193.318800 87:460.257140 95:360.291250 159:570.446430 164:141.177500 175:357.117500 206:356.083750 251:241.613160 353:196.820450 485:368.575000 822:127.281250 1272:166.489290 1325:590.803750 1378:634.212500 1791:949.876250 
-1 3:3372.488700 5:2464.902400 14:2166.385000 15:3095.998800 43:2511.710000 44:2055.251200 87:881.696430 95:791.637500 159:983.414290 164:748.722500 175:637.947500 206:631.980000 251:534.893420 353:260.047730 485:398.296250 822:65.820000 1272:169.205950 1325:744.053750 1378:245.283750 1791:798.372500 
1 3:1280.323800 5:2369.060700 14:5161.138800 15:2910.638100 43:1716.887500 44:1166.356200 87:362.864290 95:841.665000 159:1106.682100 164:454.671250 175:344.993750 206:404.150000 251:571.535530 353:182.911360 485:831.673750 822:537.885000 1272:109.272620 1325:142.852500 1378:945.341250 1791:2022.533800 
-1 3:5029.617500 5:1548.477400 14:1356.323800 15:1931.616700 43:1852.000000 44:3137.057500 87:1542.771400 95:692.367500 159:1496.542900 164:2109.758800 175:1220.570000 206:674.930000 251:577.607890 353:490.977270 485:1481.516200 822:104.941250 1272:154.429760 1325:981.882500 1378:590.391250 1791:2962.495000 
1 3:5316.396200 5:1656.006000 14:2411.462500 15:1821.229800 43:1205.307500 44:3628.533800 87:1506.710700 95:694.206250 159:1618.660700 164:948.298750 175:986.636250 206:1172.850000 251:593.888160 353:692.397730 485:2488.135000 822:1850.443700 1272:305.514290 1325:352.401250 1378:1688.890000 1791:2395.710000 
-1 3:1611.518800 5:4374.779800 14:2543.700000 15:5571.278600 43:2533.352500 44:913.031250 87:571.007140 95:995.967500 159:1087.064300 164:1258.727500 175:277.938750 206:423.118750 251:836.192110 353:133.990910 485:422.917500 822:91.481250 1272:19.648810 1325:23.423750 1378:546.995000 1791:1118.975000 
1 3:1595.408800 5:2090.388100 14:1421.717500 15:1243.748800 43:406.985000 44:397.822500 87:232.982140 95:214.937500 159:144.617860 164:149.780000 175:189.732500 206:116.901250 251:178.140790 353:78.215909 485:127.288750 822:107.572500 1272:84.752381 1325:42.833750 1378:430.242500 1791:354.467500 
-1 3:4887.057500 5:3927.010700 14:3915.723800 15:6517.921400 43:4142.171200 44:2515.730000 87:1370.328600 95:1203.161200 159:2669.128600 164:1994.341200 175:993.927500 206:348.335000 251:1140.796100 353:515.802270 485:285.385000 822:160.266250 1272:238.516670 1325:1346.762500 1378:950.766250 1791:527.507500 
-1 3:3528.833700 5:1556.619000 14:1128.493800 15:1528.397600 43:1091.471200 44:2618.743800 87:812.135710 95:582.357500 159:1239.867900 164:444.815000 175:640.606250 206:541.292500 251:705.300000 353:335.200000 485:267.087500 822:628.188750 1272:136.192860 1325:692.643750 1378:655.145000 1791:1219.708800 
-1 3:3439.953800 5:1549.604800 14:1181.288800 15:1728.367900 43:1259.392500 44:1924.047500 87:713.342860 95:398.233750 159:788.767860 164:695.086250 175:650.028750 206:581.668750 251:507.176320 353:334.777270 485:982.573750 822:433.690000 1272:217.102380 1325:1779.677500 1378:913.996250 1791:595.307500 
-1 3:8605.043800 5:3581.597600 14:3193.873700 15:4816.358300 43:3385.687500 44:5027.247500 87:1514.996400 95:806.761250 159:1980.367900 164:1188.797500 175:1472.250000 206:448.998750 251:1041.390800 353:716.656820 485:1631.137500 822:409.652500 1272:298.053570 1325:954.161250 1378:976.177500 1791:543.491250 
-1 3:7740.987500 5:2544.934500 14:2399.063700 15:3481.251200 43:2072.046200 44:5837.455000 87:1702.596400 95:1032.735000 159:2710.603600 164:1560.685000 175:1760.116200 206:850.247500 251:584.575000 353:1094.045500 485:1464.987500 822:474.397500 1272:852.610710 1325:892.525000 1378:1492.640000 1791:1364.208700 
-1 3:5735.200000 5:3095.933300 14:2664.587500 15:4316.296400 43:2982.972500 44:3480.275000 87:1534.564300 95:1038.527500 159:1340.410700 164:2050.680000 175:1183.128800 206:2630.921300 251:1067.300000 353:675.854550 485:2445.000000 822:247.991250 1272:194.575000 1325:3832.072500 1378:1242.215000 1791:950.621250 
-1 3:7777.841200 5:4271.411900 14:3593.968800 15:4053.894000 43:2623.600000 44:6280.040000 87:2387.700000 95:1253.773700 159:3065.167900 164:3563.951300 175:1613.880000 206:2501.395000 251:854.342110 353:1423.345500 485:3358.496200 822:1185.032500 1272:685.997620 1325:1042.257500 1378:269.841250 1791:2231.626300 
-1 3:1269.648700 5:1945.492900 14:2190.555000 15:2099.789300 43:1553.867500 44:1037.492500 87:346.389290 95:565.633750 159:2360.496400 164:1620.172500 175:272.002500 206:1055.450000 251:1188.106600 353:153.281820 485:1337.798800 822:229.525000 1272:207.364290 1325:963.333750 1378:844.278750 1791:2213.240000 
