1 9:20.000000 10:5.000000 11:-6.000000 16:5.000000 26:1.000000 27:22.000000 30:-1.000000 34:5.000000 40:5.000000 41:-6.000000 45:20.000000 48:-1.000000 51:13.000000 52:7.000000 63:13.000000 64:4.000000 69:15.000000 71:-11.000000 75:29.000000 83:2.000000 
1 9:19.000000 10:5.000000 11:-7.000000 16:5.000000 26:2.000000 27:20.000000 30:-1.000000 34:5.000000 40:5.000000 41:-7.000000 45:22.000000 48:-1.000000 51:23.000000 52:8.000000 63:18.000000 64:7.000000 69:20.000000 71:-7.000000 75:22.000000 83:-8.000000 
1 9:19.000000 10:5.000000 11:-7.000000 16:5.000000 26:2.000000 27:22.000000 30:-1.000000 34:4.000000 40:5.000000 41:-6.000000 45:22.000000 48:-1.000000 51:24.000000 52:2.000000 63:31.000000 64:2.000000 69:23.000000 71:-8.000000 75:29.000000 83:-5.000000 
1 9:18.000000 10:4.000000 11:-6.000000 16:5.000000 26:1.000000 27:20.000000 30:0.000000 34:5.000000 40:3.000000 41:-6.000000 45:20.000000 48:-1.000000 51:9.000000 52:7.000000 63:23.000000 64:-2.000000 69:18.000000 71:-10.000000 75:17.000000 83:-10.000000 
1 9:19.000000 10:5.000000 11:-7.000000 16:5.000000 26:2.000000 27:22.000000 30:-1.000000 34:5.000000 40:5.000000 41:-7.000000 45:19.000000 48:0.000000 51:16.000000 52:4.000000 63:25.000000 64:4.000000 69:28.000000 71:-4.000000 75:12.000000 83:-8.000000 
1 9:19.000000 10:4.000000 11:-6.000000 16:4.000000 26:1.000000 27:20.000000 30:0.000000 34:4.000000 40:4.000000 41:-6.000000 45:19.000000 48:-1.000000 51:19.000000 52:0.000000 63:18.000000 64:5.000000 69:20.000000 71:-3.000000 75:32.000000 83:-4.000000 
1 9:18.000000 10:4.000000 11:-6.000000 16:4.000000 26:1.000000 27:19.000000 30:0.000000 34:4.000000 40:5.000000 41:-6.000000 45:21.000000 48:1.000000 51:14.000000 52:1.000000 63:4.000000 64:5.000000 69:2.000000 71:-5.000000 75:36.000000 83:-3.000000 
1 9:18.000000 10:3.000000 11:-5.000000 16:3.000000 26:1.000000 27:23.000000 30:0.000000 34:4.000000 40:4.000000 41:-6.000000 45:21.000000 48:1.000000 51:3.000000 52:-2.000000 63:16.000000 64:4.000000 69:26.000000 71:-6.000000 75:19.000000 83:-6.000000 
1 9:17.000000 10:3.000000 11:-6.000000 16:3.000000 26:2.000000 27:19.000000 30:1.000000 34:3.000000 40:4.000000 41:-6.000000 45:19.000000 48:1.000000 51:12.000000 52:1.000000 63:29.000000 64:7.000000 69:17.000000 71:-5.000000 75:32.000000 83:-10.000000 
1 9:32.000000 10:3.000000 11:-7.000000 16:-1.000000 26:0.000000 27:17.000000 30:0.000000 34:3.000000 40:1.000000 41:-4.000000 45:17.000000 48:1.000000 51:18.000000 52:-2.000000 63:11.000000 64:-1.000000 69:18.000000 71:-5.000000 75:11.000000 83:-4.000000 
1 9:6.000000 10:5.000000 11:-6.000000 16:3.000000 26:1.000000 27:24.000000 30:0.000000 34:3.000000 40:-2.000000 41:-6.000000 45:16.000000 48:-1.000000 51:11.000000 52:-1.000000 63:11.000000 64:2.000000 69:-1.000000 71:-4.000000 75:25.000000 83:-6.000000 
1 9:28.000000 10:3.000000 11:-3.000000 16:1.000000 26:2.000000 27:18.000000 30:0.000000 34:1.000000 40:-1.000000 41:-8.000000 45:18.000000 48:-1.000000 51:11.000000 52:2.000000 63:25.000000 64:0.000000 69:22.000000 71:-6.000000 75:17.000000 83:-2.000000 
1 9:18.000000 10:-2.000000 11:-6.000000 16:1.000000 26:0.000000 27:18.000000 30:-1.000000 34:2.000000 40:3.000000 41:-4.000000 45:25.000000 48:-2.000000 51:22.000000 52:2.000000 63:27.000000 64:3.000000 69:15.000000 71:-4.000000 75:19.000000 83:-4.000000 
1 9:16.000000 10:1.000000 11:-6.000000 16:-1.000000 26:0.000000 27:11.000000 30:0.000000 34:3.000000 40:0.000000 41:-3.000000 45:22.000000 48:0.000000 51:17.000000 52:2.000000 63:15.000000 64:0.000000 69:19.000000 71:-3.000000 75:11.000000 83:-7.000000 
1 9:11.000000 10:-1.000000 11:-8.000000 16:1.000000 26:0.000000 27:-1.000000 30:0.000000 34:0.000000 40:2.000000 41:-6.000000 45:17.000000 48:0.000000 51:27.000000 52:3.000000 63:19.000000 64:-1.000000 69:11.000000 71:-4.000000 75:6.000000 83:-9.000000 
1 9:18.000000 10:4.000000 11:-7.000000 16:4.000000 26:2.000000 27:19.000000 30:1.000000 34:4.000000 40:4.000000 41:-6.000000 45:18.000000 48:0.000000 51:24.000000 52:2.000000 63:29.000000 64:4.000000 69:-4.000000 71:-6.000000 75:23.000000 83:-2.000000 
1 9:18.000000 10:3.000000 11:-5.000000 16:3.000000 26:1.000000 27:21.000000 30:0.000000 34:3.000000 40:3.000000 41:-5.000000 45:19.000000 48:1.000000 51:19.000000 52:1.000000 63:14.000000 64:3.000000 69:26.000000 71:-6.000000 75:11.000000 83:-4.000000 
1 9:18.000000 10:4.000000 11:-7.000000 16:5.000000 26:1.000000 27:21.000000 30:0.000000 34:5.000000 40:5.000000 41:-6.000000 45:21.000000 48:0.000000 51:15.000000 52:2.000000 63:23.000000 64:4.000000 69:3.000000 71:-5.000000 75:26.000000 83:-11.000000 
1 9:7.000000 10:5.000000 11:-2.000000 16:5.000000 26:1.000000 27:5.000000 30:2.000000 34:5.000000 40:6.000000 41:-2.000000 45:8.000000 48:2.000000 51:9.000000 52:5.000000 63:13.000000 64:8.000000 69:15.000000 71:-4.000000 75:8.000000 83:1.000000 
1 9:7.000000 10:5.000000 11:-2.000000 16:6.000000 26:1.000000 27:7.000000 30:2.000000 34:5.000000 40:5.000000 41:-2.000000 45:7.000000 48:2.000000 51:8.000000 52:5.000000 63:3.000000 64:4.000000 69:0.000000 71:0.000000 75:0.000000 83:-1.000000 
