126.201 1:800 2:0 3:0.3048 4:71.3 5:0.00266337 
125.201 1:1000 2:0 3:0.3048 4:71.3 5:0.00266337 
125.951 1:1250 2:0 3:0.3048 4:71.3 5:0.00266337 
127.591 1:1600 2:0 3:0.3048 4:71.3 5:0.00266337 
127.461 1:2000 2:0 3:0.3048 4:71.3 5:0.00266337 
125.571 1:2500 2:0 3:0.3048 4:71.3 5:0.00266337 
125.201 1:3150 2:0 3:0.3048 4:71.3 5:0.00266337 
123.061 1:4000 2:0 3:0.3048 4:71.3 5:0.00266337 
121.301 1:5000 2:0 3:0.3048 4:71.3 5:0.00266337 
119.541 1:6300 2:0 3:0.3048 4:71.3 5:0.00266337 
117.151 1:8000 2:0 3:0.3048 4:71.3 5:0.00266337 
115.391 1:10000 2:0 3:0.3048 4:71.3 5:0.00266337 
112.241 1:12500 2:0 3:0.3048 4:71.3 5:0.00266337 
108.721 1:16000 2:0 3:0.3048 4:71.3 5:0.00266337 
126.416 1:500 2:0 3:0.3048 4:55.5 5:0.00283081 
127.696 1:630 2:0 3:0.3048 4:55.5 5:0.00283081 
128.086 1:800 2:0 3:0.3048 4:55.5 5:0.00283081 
126.966 1:1000 2:0 3:0.3048 4:55.5 5:0.00283081 
126.086 1:1250 2:0 3:0.3048 4:55.5 5:0.00283081 
126.986 1:1600 2:0 3:0.3048 4:55.5 5:0.00283081 
126.616 1:2000 2:0 3:0.3048 4:55.5 5:0.00283081 
124.106 1:2500 2:0 3:0.3048 4:55.5 5:0.00283081 
123.236 1:3150 2:0 3:0.3048 4:55.5 5:0.00283081 
121.106 1:4000 2:0 3:0.3048 4:55.5 5:0.00283081 
119.606 1:5000 2:0 3:0.3048 4:55.5 5:0.00283081 
117.976 1:6300 2:0 3:0.3048 4:55.5 5:0.00283081 
116.476 1:8000 2:0 3:0.3048 4:55.5 5:0.00283081 
113.076 1:10000 2:0 3:0.3048 4:55.5 5:0.00283081 
111.076 1:12500 2:0 3:0.3048 4:55.5 5:0.00283081 
118.129 1:200 2:0 3:0.3048 4:39.6 5:0.00310138 
119.319 1:250 2:0 3:0.3048 4:39.6 5:0.00310138 
122.779 1:315 2:0 3:0.3048 4:39.6 5:0.00310138 
124.809 1:400 2:0 3:0.3048 4:39.6 5:0.00310138 
126.959 1:500 2:0 3:0.3048 4:39.6 5:0.00310138 
128.629 1:630 2:0 3:0.3048 4:39.6 5:0.00310138 
129.099 1:800 2:0 3:0.3048 4:39.6 5:0.00310138 
