-1 171:23.985200 654:190.044000 935:120.944000 1136:273.971000 1630:1372.980000 2724:2257.350000 4406:2186.440000 4465:34.265900 5036:38.018400 6524:738.071000 7322:2485.040000 8800:411.495000 9015:552.500000 9119:532.962000 9128:460.397000 10438:118.572000 10627:103.729000 11269:4053.420000 11274:15.585700 11719:2488.240000 
-1 171:913.349000 654:1613.710000 935:652.429000 1136:1434.620000 1630:1679.480000 2724:1993.830000 4406:1984.160000 4465:20.077700 5036:49.153200 6524:459.877000 7322:3238.630000 8800:2524.540000 9015:1198.820000 9119:564.911000 9128:1332.850000 10438:591.864000 10627:272.837000 11269:3449.900000 11274:14.614000 11719:2157.950000 
-1 171:3143.440000 654:1812.590000 935:1672.170000 1136:2529.930000 1630:2353.260000 2724:1119.980000 4406:1666.790000 4465:1294.190000 5036:38.508700 6524:802.939000 7322:1287.170000 8800:841.514000 9015:1354.730000 9119:2511.930000 9128:1376.610000 10438:1457.900000 10627:1021.740000 11269:3717.040000 11274:31.884600 11719:1022.360000 
-1 171:5.898220 654:86.611600 935:42.687200 1136:17.470900 1630:799.020000 2724:215.850000 4406:194.534000 4465:5.946590 5036:60.922200 6524:446.533000 7322:1646.160000 8800:93.141200 9015:387.942000 9119:102.943000 9128:531.561000 10438:931.137000 10627:8.332790 11269:3398.540000 11274:18.861400 11719:1149.380000 
-1 171:5.898220 654:1762.940000 935:1399.270000 1136:2188.620000 1630:1834.680000 2724:410.214000 4406:1544.270000 4465:14.683600 5036:94.066300 6524:308.875000 7322:3032.840000 8800:3431.700000 9015:826.722000 9119:77.384700 9128:1014.730000 10438:1959.550000 10627:508.150000 11269:2489.210000 11274:42.530800 11719:1166.550000 
-1 171:4818.700000 654:5.898220 935:129.386000 1136:135.090000 1630:2373.580000 2724:422.567000 4406:270.831000 4465:934.097000 5036:54.128400 6524:210.936000 7322:387.389000 8800:224.757000 9015:240.316000 9119:157.961000 9128:1214.250000 10438:201.684000 10627:5.898220 11269:2793.790000 11274:786.361000 11719:428.831000 
-1 171:3830.930000 654:316.188000 935:179.737000 1136:1091.480000 1630:1738.510000 2724:2276.340000 4406:1657.880000 4465:50.703400 5036:45.562800 6524:199.263000 7322:1463.870000 8800:737.267000 9015:339.132000 9119:127.815000 9128:2857.310000 10438:1411.410000 10627:225.992000 11269:4444.820000 11274:17.189500 11719:451.607000 
-1 171:3933.040000 654:199.531000 935:92.932600 1136:1706.100000 1630:2264.400000 2724:1037.840000 4406:2348.930000 4465:1663.850000 5036:32.482700 6524:283.383000 7322:1586.270000 8800:1136.100000 9015:423.951000 9119:1017.480000 9128:932.750000 10438:2260.950000 10627:52.266200 11269:2494.480000 11274:537.615000 11719:2372.150000 
-1 171:3848.660000 654:724.310000 935:317.585000 1136:2115.050000 1630:1242.320000 2724:2549.080000 4406:2046.560000 4465:5754.920000 5036:50.444900 6524:1542.750000 7322:1328.920000 8800:1492.460000 9015:622.302000 9119:1591.630000 9128:489.752000 10438:1566.050000 10627:136.321000 11269:2535.460000 11274:407.681000 11719:1752.590000 
-1 171:600.358000 654:1895.930000 935:2535.090000 1136:2331.250000 1630:2773.750000 2724:2100.260000 4406:1640.140000 4465:199.427000 5036:3048.700000 6524:3045.830000 7322:2329.880000 8800:2925.420000 9015:763.468000 9119:2992.740000 9128:1107.340000 10438:463.376000 10627:3218.990000 11269:2737.750000 11274:158.037000 11719:3879.660000 
-1 171:7.451380 654:970.695000 935:372.049000 1136:1745.550000 1630:2171.340000 2724:3136.920000 4406:1949.450000 4465:15.957700 5036:90.092700 6524:259.214000 7322:2785.170000 8800:1965.200000 9015:685.540000 9119:489.873000 9128:647.865000 10438:641.483000 10627:263.054000 11269:3169.960000 11274:13.353800 11719:1807.600000 
-1 171:6858.870000 654:2066.750000 935:4329.630000 1136:2682.560000 1630:4678.770000 2724:1769.500000 4406:1210.250000 4465:6632.070000 5036:112.414000 6524:743.475000 7322:3552.740000 8800:4987.330000 9015:677.891000 9119:758.173000 9128:655.013000 10438:833.917000 10627:3115.720000 11269:3677.850000 11274:110.710000 11719:1459.810000 
-1 171:3703.300000 654:1697.790000 935:1971.400000 1136:2050.000000 1630:1956.000000 2724:543.028000 4406:2228.770000 4465:5908.520000 5036:107.910000 6524:287.452000 7322:3196.110000 8800:4097.450000 9015:470.808000 9119:638.260000 9128:2568.630000 10438:865.779000 10627:2035.860000 11269:3829.260000 11274:737.391000 11719:947.319000 
-1 171:4389.140000 654:629.042000 935:555.056000 1136:1822.480000 1630:2790.840000 2724:369.888000 4406:1658.780000 4465:3041.540000 5036:31.863300 6524:362.022000 7322:1055.370000 8800:708.150000 9015:627.892000 9119:211.362000 9128:2776.760000 10438:1703.530000 10627:183.638000 11269:3998.230000 11274:5.898220 11719:664.408000 
1 171:2201.840000 654:3106.590000 935:3712.590000 1136:3061.760000 1630:2406.990000 2724:1214.650000 4406:2197.240000 4465:3999.640000 5036:85.652900 6524:355.342000 7322:2921.840000 8800:3132.010000 9015:1197.470000 9119:1122.460000 9128:874.391000 10438:1503.290000 10627:3447.350000 11269:2473.040000 11274:3261.000000 11719:1515.270000 
1 171:849.950000 654:3236.770000 935:3730.180000 1136:4038.010000 1630:3261.750000 2724:1198.610000 4406:2391.600000 4465:36.559000 5036:185.416000 6524:585.184000 7322:2172.070000 8800:2217.160000 9015:1166.510000 9119:1166.720000 9128:2705.630000 10438:273.079000 10627:2543.910000 11269:2027.760000 11274:390.815000 11719:2003.390000 
1 171:2653.800000 654:3447.730000 935:3712.160000 1136:4025.870000 1630:2666.640000 2724:3069.790000 4406:2262.430000 4465:2453.530000 5036:208.465000 6524:1179.240000 7322:2361.110000 8800:2565.730000 9015:1066.850000 9119:643.373000 9128:4082.530000 10438:1173.170000 10627:2221.040000 11269:2283.440000 11274:178.966000 11719:2855.230000 
1 171:4192.220000 654:710.493000 935:116.745000 1136:3302.730000 1630:2556.510000 2724:2908.380000 4406:4520.500000 4465:4633.040000 5036:38.004200 6524:661.228000 7322:523.813000 8800:362.022000 9015:2811.660000 9119:1128.370000 9128:1800.790000 10438:5131.370000 10627:68.438000 11269:2045.240000 11274:3079.560000 11719:1279.500000 
1 171:2540.400000 654:4140.580000 935:3346.720000 1136:2661.940000 1630:2619.550000 2724:5050.610000 4406:1031.510000 4465:1644.600000 5036:253.193000 6524:1561.990000 7322:2000.930000 8800:2417.400000 9015:969.199000 9119:687.743000 9128:844.903000 10438:642.292000 10627:2851.440000 11269:1461.100000 11274:62.011100 11719:2220.210000 
1 171:780.861000 654:3467.800000 935:4806.710000 1136:2772.980000 1630:3695.230000 2724:1123.350000 4406:3723.040000 4465:1569.490000 5036:341.517000 6524:407.222000 7322:2864.270000 8800:2526.130000 9015:1552.180000 9119:1010.720000 9128:1933.060000 10438:1975.280000 10627:5157.880000 11269:1953.990000 11274:2029.030000 11719:2378.940000 
1 171:792.707000 654:2793.630000 935:3269.660000 1136:2399.280000 1630:2911.200000 2724:4139.600000 4406:1590.050000 4465:125.068000 5036:88.601500 6524:706.264000 7322:1069.670000 8800:1903.520000 9015:1158.310000 9119:1777.580000 9128:1976.640000 10438:2548.310000 10627:3164.760000 11269:2829.330000 11274:58.231300 11719:1148.020000 
