1 532:5726.000000 930:23575.000000 1109:7.000000 1394:4272.000000 1674:6288.000000 1685:8700.000000 1763:27495.000000 1779:490.000000 1868:453.000000 1882:-65.000000 2121:951.000000 2402:627.000000 2797:12994.000000 3344:11027.000000 4196:33.000000 5199:26442.000000 5710:9233.000000 5952:-415.000000 6179:3495.000000 6201:741.000000 
1 532:3358.000000 930:19238.000000 1109:3226.000000 1394:461.000000 1674:3412.000000 1685:4614.000000 1763:10723.000000 1779:-49.000000 1868:-70.000000 1882:68.000000 2121:1008.000000 2402:827.000000 2797:12840.000000 3344:3004.000000 4196:1269.000000 5199:27044.000000 5710:10164.000000 5952:-947.000000 6179:8754.000000 6201:200.000000 
1 532:7074.000000 930:29047.000000 1109:2188.000000 1394:4866.000000 1674:10245.000000 1685:4357.000000 1763:20812.000000 1779:989.000000 1868:6365.000000 1882:250.000000 2121:1107.000000 2402:344.000000 2797:10495.000000 3344:10820.000000 4196:1045.000000 5199:23935.000000 5710:1.000000 5952:5119.000000 6179:3733.000000 6201:1012.000000 
1 532:6445.000000 930:18431.000000 1109:149.000000 1394:1748.000000 1674:5598.000000 1685:4537.000000 1763:10706.000000 1779:296.000000 1868:25276.000000 1882:553.000000 2121:1815.000000 2402:839.000000 2797:14059.000000 3344:4568.000000 4196:1102.000000 5199:30475.000000 5710:52692.000000 5952:-144.000000 6179:3445.000000 6201:25.000000 
1 532:3451.000000 930:23352.000000 1109:1105.000000 1394:1382.000000 1674:6456.000000 1685:7480.000000 1763:17305.000000 1779:2681.000000 1868:51900.000000 1882:180.000000 2121:2577.000000 2402:2724.000000 2797:4323.000000 3344:4743.000000 4196:4509.000000 5199:28845.000000 5710:64015.000000 5952:-109.000000 6179:5310.000000 6201:-104.000000 
-1 532:4206.000000 930:20488.000000 1109:3.000000 1394:8213.000000 1674:11012.000000 1685:297.000000 1763:10319.000000 1779:2204.000000 1868:996.000000 1882:6962.000000 2121:2558.000000 2402:19615.000000 2797:18236.000000 3344:3531.000000 4196:8859.000000 5199:19003.000000 5710:7617.000000 5952:4927.000000 6179:7116.000000 6201:3104.000000 
-1 532:4642.000000 930:22054.000000 1109:-820.000000 1394:12449.000000 1674:18372.000000 1685:412.000000 1763:16802.000000 1779:353.000000 1868:109.000000 1882:14555.000000 2121:8793.000000 2402:9994.000000 2797:14805.000000 3344:6945.000000 4196:11003.000000 5199:14035.000000 5710:13741.000000 5952:-36.000000 6179:13913.000000 6201:6506.000000 
-1 532:3998.000000 930:21572.000000 1109:1967.000000 1394:3250.000000 1674:12276.000000 1685:385.000000 1763:14026.000000 1779:11205.000000 1868:53.000000 1882:7238.000000 2121:4630.000000 2402:7791.000000 2797:16203.000000 3344:3011.000000 4196:5849.000000 5199:19949.000000 5710:20785.000000 5952:-886.000000 6179:10970.000000 6201:2096.000000 
-1 532:2793.000000 930:18664.000000 1109:5202.000000 1394:6749.000000 1674:19173.000000 1685:1284.000000 1763:15939.000000 1779:209.000000 1868:-154.000000 1882:12339.000000 2121:7373.000000 2402:976.000000 2797:17261.000000 3344:6517.000000 4196:3259.000000 5199:18099.000000 5710:16866.000000 5952:-728.000000 6179:17211.000000 6201:12715.000000 
-1 532:2823.000000 930:21921.000000 1109:5619.000000 1394:14471.000000 1674:21498.000000 1685:58.000000 1763:17207.000000 1779:8072.000000 1868:4476.000000 1882:3654.000000 2121:2771.000000 2402:4108.000000 2797:16761.000000 3344:4738.000000 4196:8855.000000 5199:17099.000000 5710:246.000000 5952:1401.000000 6179:12688.000000 6201:21147.000000 
