1 49:56.800000 50:130.100000 205:1010.800000 288:445.300000 318:376.700000 2515:1416.700000 2791:324.600000 2920:1120.300000 3417:255.200000 4935:42.200000 7079:242.100000 7467:625.200000 7514:1138.200000 7623:44.200000 7826:188.900000 8058:140.300000 8552:312.400000 8594:212.500000 8603:162.400000 8631:503.200000 9132:236.900000 9290:195.700000 9728:594.500000 9976:958.800000 10484:41.600000 11091:716.500000 11730:-33.500000 11942:911.600000 12414:202.500000 12495:506.300000 
1 49:93.000000 50:488.000000 205:674.000000 288:441.000000 318:692.000000 2515:1110.000000 2791:553.000000 2920:9.000000 3417:300.000000 4935:85.000000 7079:349.000000 7467:638.000000 7514:651.000000 7623:128.000000 7826:59.000000 8058:110.000000 8552:450.000000 8594:212.000000 8603:373.000000 8631:504.000000 9132:352.000000 9290:241.000000 9728:204.000000 9976:344.000000 10484:114.000000 11091:535.000000 11730:72.000000 11942:735.000000 12414:129.000000 12495:901.000000 
1 49:121.000000 50:13.000000 205:958.000000 288:143.000000 318:141.000000 2515:495.000000 2791:194.000000 2920:-90.000000 3417:91.000000 4935:-12.000000 7079:-7.000000 7467:49.000000 7514:182.000000 7623:-18.000000 7826:37.000000 8058:1.000000 8552:30.000000 8594:-41.000000 8603:86.000000 8631:42.000000 9132:300.000000 9290:31.000000 9728:1356.000000 9976:283.000000 10484:-36.000000 11091:135.000000 11730:-70.000000 11942:667.000000 12414:29.000000 12495:108.000000 
1 49:77.000000 50:116.000000 205:1128.000000 288:242.000000 318:509.000000 2515:1840.000000 2791:274.000000 2920:-45.000000 3417:365.000000 4935:-9.000000 7079:51.000000 7467:398.000000 7514:664.000000 7623:46.000000 7826:66.000000 8058:76.000000 8552:71.000000 8594:35.000000 8603:149.000000 8631:215.000000 9132:218.000000 9290:94.000000 9728:925.000000 9976:828.000000 10484:-19.000000 11091:560.000000 11730:-42.000000 11942:835.000000 12414:71.000000 12495:558.000000 
1 49:69.000000 50:67.000000 205:1673.000000 288:176.000000 318:715.000000 2515:2316.000000 2791:262.000000 2920:-76.000000 3417:67.000000 4935:-5.000000 7079:7.000000 7467:217.000000 7514:362.000000 7623:287.000000 7826:1.000000 8058:31.000000 8552:106.000000 8594:87.000000 8603:501.000000 8631:358.000000 9132:277.000000 9290:83.000000 9728:897.000000 9976:920.000000 10484:-19.000000 11091:704.000000 11730:-39.000000 11942:1342.000000 12414:48.000000 12495:659.000000 
1 49:52.000000 50:165.000000 205:1178.000000 288:248.000000 318:1124.000000 2515:2232.000000 2791:386.000000 2920:-1.000000 3417:34.000000 4935:42.000000 7079:40.000000 7467:348.000000 7514:342.000000 7623:51.000000 7826:48.000000 8058:6.000000 8552:121.000000 8594:35.000000 8603:241.000000 8631:175.000000 9132:181.000000 9290:41.000000 9728:881.000000 9976:908.000000 10484:-12.000000 11091:564.000000 11730:-62.000000 11942:898.000000 12414:54.000000 12495:377.000000 
1 49:112.000000 50:-58.000000 205:1116.000000 288:233.000000 318:26.000000 2515:1195.000000 2791:537.000000 2920:-2.000000 3417:136.000000 4935:-9.000000 7079:96.000000 7467:484.000000 7514:981.000000 7623:198.000000 7826:25.000000 8058:-10.000000 8552:131.000000 8594:-37.000000 8603:162.000000 8631:283.000000 9132:656.000000 9290:73.000000 9728:1197.000000 9976:673.000000 10484:-45.000000 11091:994.000000 11730:-55.000000 11942:1015.000000 12414:80.000000 12495:589.000000 
1 49:56.000000 50:125.000000 205:968.000000 288:464.000000 318:1176.000000 2515:1944.000000 2791:423.000000 2920:-47.000000 3417:117.000000 4935:300.000000 7079:77.000000 7467:521.000000 7514:488.000000 7623:141.000000 7826:41.000000 8058:33.000000 8552:258.000000 8594:45.000000 8603:332.000000 8631:251.000000 9132:279.000000 9290:100.000000 9728:628.000000 9976:1167.000000 10484:13.000000 11091:583.000000 11730:-36.000000 11942:980.000000 12414:141.000000 12495:868.000000 
1 49:133.000000 50:103.000000 205:944.000000 288:-7.000000 318:141.000000 2515:23.000000 2791:148.000000 2920:-78.000000 3417:61.000000 4935:-5.000000 7079:-32.000000 7467:-51.000000 7514:25.000000 7623:-12.000000 7826:2.000000 8058:-29.000000 8552:75.000000 8594:-52.000000 8603:35.000000 8631:5.000000 9132:395.000000 9290:-17.000000 9728:1753.000000 9976:6.000000 10484:-48.000000 11091:6.000000 11730:-82.000000 11942:650.000000 12414:17.000000 12495:-12.000000 
1 49:118.000000 50:34.000000 205:1122.000000 288:46.000000 318:21.000000 2515:401.000000 2791:269.000000 2920:-120.000000 3417:94.000000 4935:-19.000000 7079:-7.000000 7467:62.000000 7514:93.000000 7623:161.000000 7826:34.000000 8058:3.000000 8552:51.000000 8594:-27.000000 8603:224.000000 8631:49.000000 9132:406.000000 9290:-15.000000 9728:766.000000 9976:159.000000 10484:-43.000000 11091:605.000000 11730:-64.000000 11942:805.000000 12414:23.000000 12495:249.000000 
1 49:34.000000 50:29.000000 205:1887.000000 288:92.000000 318:956.000000 2515:2192.000000 2791:699.000000 2920:-44.000000 3417:80.000000 4935:199.000000 7079:748.000000 7467:938.000000 7514:364.000000 7623:392.000000 7826:0.000000 8058:71.000000 8552:175.000000 8594:92.000000 8603:515.000000 8631:327.000000 9132:407.000000 9290:116.000000 9728:405.000000 9976:874.000000 10484:13.000000 11091:1733.000000 11730:-31.000000 11942:2039.000000 12414:307.000000 12495:991.000000 
1 49:57.000000 50:29.000000 205:1707.000000 288:156.000000 318:515.000000 2515:2051.000000 2791:1149.000000 2920:21.000000 3417:96.000000 4935:-5.000000 7079:186.000000 7467:846.000000 7514:638.000000 7623:28.000000 7826:35.000000 8058:7.000000 8552:163.000000 8594:75.000000 8603:533.000000 8631:319.000000 9132:362.000000 9290:62.000000 9728:382.000000 9976:766.000000 10484:-11.000000 11091:764.000000 11730:-32.000000 11942:1525.000000 12414:137.000000 12495:1242.000000 
1 49:377.000000 50:1150.000000 205:923.000000 288:604.000000 318:1105.000000 2515:1566.000000 2791:1196.000000 2920:-9.000000 3417:105.000000 4935:27.000000 7079:513.000000 7467:787.000000 7514:505.000000 7623:122.000000 7826:48.000000 8058:64.000000 8552:428.000000 8594:83.000000 8603:440.000000 8631:340.000000 9132:399.000000 9290:106.000000 9728:456.000000 9976:428.000000 10484:58.000000 11091:795.000000 11730:127.000000 11942:918.000000 12414:128.000000 12495:991.000000 
1 49:126.000000 50:20.000000 205:1025.000000 288:-11.000000 318:-7.000000 2515:457.000000 2791:131.000000 2920:-78.000000 3417:31.000000 4935:-36.000000 7079:-15.000000 7467:-14.000000 7514:30.000000 7623:26.000000 7826:51.000000 8058:-23.000000 8552:36.000000 8594:-36.000000 8603:35.000000 8631:-4.000000 9132:416.000000 9290:-14.000000 9728:1800.000000 9976:41.000000 10484:-19.000000 11091:124.000000 11730:-131.000000 11942:742.000000 12414:1.000000 12495:-11.000000 
1 49:80.000000 50:133.000000 205:1022.000000 288:147.000000 318:386.000000 2515:2638.000000 2791:1075.000000 2920:-55.000000 3417:87.000000 4935:112.000000 7079:155.000000 7467:548.000000 7514:258.000000 7623:236.000000 7826:60.000000 8058:2.000000 8552:170.000000 8594:45.000000 8603:544.000000 8631:249.000000 9132:337.000000 9290:39.000000 9728:1109.000000 9976:762.000000 10484:4.000000 11091:2004.000000 11730:-68.000000 11942:1040.000000 12414:52.000000 12495:1832.000000 
1 49:167.000000 50:141.000000 205:1170.000000 288:228.000000 318:185.000000 2515:1679.000000 2791:351.000000 2920:-79.000000 3417:223.000000 4935:-43.000000 7079:-40.000000 7467:702.000000 7514:451.000000 7623:-6.000000 7826:31.000000 8058:-11.000000 8552:94.000000 8594:19.000000 8603:250.000000 8631:249.000000 9132:306.000000 9290:43.000000 9728:1700.000000 9976:148.000000 10484:-36.000000 11091:1128.000000 11730:-97.000000 11942:934.000000 12414:107.000000 12495:328.000000 
1 49:150.000000 50:42.000000 205:894.000000 288:44.000000 318:-40.000000 2515:447.000000 2791:154.000000 2920:-103.000000 3417:60.000000 4935:13.000000 7079:-24.000000 7467:-28.000000 7514:-17.000000 7623:-22.000000 7826:104.000000 8058:-60.000000 8552:50.000000 8594:-38.000000 8603:15.000000 8631:-9.000000 9132:410.000000 9290:9.000000 9728:1065.000000 9976:54.000000 10484:-18.000000 11091:28.000000 11730:-127.000000 11942:652.000000 12414:17.000000 12495:0.000000 
1 49:88.000000 50:88.000000 205:1479.000000 288:121.000000 318:275.000000 2515:1991.000000 2791:847.000000 2920:-90.000000 3417:17.000000 4935:69.000000 7079:93.000000 7467:718.000000 7514:933.000000 7623:8.000000 7826:37.000000 8058:63.000000 8552:136.000000 8594:74.000000 8603:376.000000 8631:419.000000 9132:563.000000 9290:98.000000 9728:478.000000 9976:979.000000 10484:-47.000000 11091:831.000000 11730:-46.000000 11942:1222.000000 12414:76.000000 12495:1116.000000 
1 49:161.000000 50:39.000000 205:1235.000000 288:141.000000 318:-20.000000 2515:1416.000000 2791:445.000000 2920:169.000000 3417:62.000000 4935:-29.000000 7079:33.000000 7467:58.000000 7514:265.000000 7623:140.000000 7826:77.000000 8058:-24.000000 8552:155.000000 8594:8.000000 8603:340.000000 8631:311.000000 9132:763.000000 9290:43.000000 9728:1522.000000 9976:176.000000 10484:-68.000000 11091:760.000000 11730:-118.000000 11942:857.000000 12414:5.000000 12495:611.000000 
1 49:46.000000 50:122.000000 205:1086.000000 288:894.000000 318:1270.000000 2515:1992.000000 2791:368.000000 2920:746.000000 3417:285.000000 4935:83.000000 7079:63.000000 7467:709.000000 7514:557.000000 7623:49.000000 7826:1209.000000 8058:341.000000 8552:211.000000 8594:114.000000 8603:120.000000 8631:512.000000 9132:101.000000 9290:300.000000 9728:410.000000 9976:514.000000 10484:23.000000 11091:478.000000 11730:51.000000 11942:1120.000000 12414:235.000000 12495:804.000000 
1 49:102.000000 50:453.000000 205:1118.000000 288:633.000000 318:1489.000000 2515:1462.000000 2791:2531.000000 2920:1267.000000 3417:81.000000 4935:-1.000000 7079:299.000000 7467:554.000000 7514:386.000000 7623:149.000000 7826:28.000000 8058:16.000000 8552:316.000000 8594:77.000000 8603:549.000000 8631:438.000000 9132:517.000000 9290:106.000000 9728:398.000000 9976:500.000000 10484:72.000000 11091:926.000000 11730:22.000000 11942:1195.000000 12414:188.000000 12495:2691.000000 
1 49:95.000000 50:65.000000 205:941.000000 288:8.000000 318:223.000000 2515:476.000000 2791:132.000000 2920:-182.000000 3417:87.000000 4935:10.000000 7079:-19.000000 7467:-32.000000 7514:-8.000000 7623:-1.000000 7826:15.000000 8058:-33.000000 8552:50.000000 8594:-24.000000 8603:55.000000 8631:19.000000 9132:349.000000 9290:-16.000000 9728:939.000000 9976:37.000000 10484:-51.000000 11091:213.000000 11730:-116.000000 11942:623.000000 12414:7.000000 12495:130.000000 
1 49:163.000000 50:460.000000 205:821.000000 288:549.000000 318:763.000000 2515:1372.000000 2791:422.000000 2920:-8.000000 3417:178.000000 4935:65.000000 7079:260.000000 7467:633.000000 7514:862.000000 7623:94.000000 7826:22.000000 8058:94.000000 8552:289.000000 8594:117.000000 8603:239.000000 8631:418.000000 9132:177.000000 9290:184.000000 9728:525.000000 9976:860.000000 10484:50.000000 11091:630.000000 11730:26.000000 11942:818.000000 12414:174.000000 12495:956.000000 
1 49:153.000000 50:586.000000 205:778.000000 288:442.000000 318:941.000000 2515:1931.000000 2791:1179.000000 2920:-9.000000 3417:34.000000 4935:89.000000 7079:626.000000 7467:549.000000 7514:437.000000 7623:140.000000 7826:27.000000 8058:21.000000 8552:393.000000 8594:88.000000 8603:518.000000 8631:244.000000 9132:452.000000 9290:76.000000 9728:575.000000 9976:682.000000 10484:46.000000 11091:552.000000 11730:39.000000 11942:696.000000 12414:87.000000 12495:774.000000 
1 49:36.000000 50:192.000000 205:1211.000000 288:176.000000 318:914.000000 2515:1535.000000 2791:862.000000 2920:228.000000 3417:113.000000 4935:98.000000 7079:520.000000 7467:811.000000 7514:574.000000 7623:187.000000 7826:29.000000 8058:70.000000 8552:245.000000 8594:130.000000 8603:284.000000 8631:355.000000 9132:726.000000 9290:140.000000 9728:231.000000 9976:321.000000 10484:56.000000 11091:562.000000 11730:6.000000 11942:1117.000000 12414:249.000000 12495:1021.000000 
1 49:45.000000 50:214.000000 205:1116.000000 288:292.000000 318:898.000000 2515:1752.000000 2791:684.000000 2920:130.000000 3417:281.000000 4935:119.000000 7079:407.000000 7467:734.000000 7514:1273.000000 7623:152.000000 7826:99.000000 8058:106.000000 8552:248.000000 8594:244.000000 8603:390.000000 8631:481.000000 9132:418.000000 9290:232.000000 9728:361.000000 9976:520.000000 10484:72.000000 11091:510.000000 11730:-2.000000 11942:1099.000000 12414:165.000000 12495:439.000000 
1 49:35.000000 50:186.000000 205:1403.000000 288:324.000000 318:922.000000 2515:1888.000000 2791:548.000000 2920:292.000000 3417:52.000000 4935:7.000000 7079:304.000000 7467:797.000000 7514:514.000000 7623:98.000000 7826:63.000000 8058:98.000000 8552:278.000000 8594:132.000000 8603:501.000000 8631:323.000000 9132:732.000000 9290:139.000000 9728:328.000000 9976:530.000000 10484:32.000000 11091:674.000000 11730:2.000000 11942:1352.000000 12414:185.000000 12495:2304.000000 
1 49:52.000000 50:116.000000 205:906.000000 288:423.000000 318:812.000000 2515:1530.000000 2791:306.000000 2920:-58.000000 3417:192.000000 4935:6.000000 7079:88.000000 7467:663.000000 7514:1234.000000 7623:163.000000 7826:54.000000 8058:105.000000 8552:261.000000 8594:338.000000 8603:301.000000 8631:411.000000 9132:189.000000 9290:239.000000 9728:265.000000 9976:1061.000000 10484:38.000000 11091:422.000000 11730:-13.000000 11942:867.000000 12414:76.000000 12495:720.000000 
1 49:134.000000 50:54.000000 205:1115.000000 288:-7.000000 318:-95.000000 2515:205.000000 2791:149.000000 2920:-20.000000 3417:9.000000 4935:-24.000000 7079:18.000000 7467:-9.000000 7514:5.000000 7623:12.000000 7826:48.000000 8058:14.000000 8552:81.000000 8594:-21.000000 8603:438.000000 8631:25.000000 9132:386.000000 9290:-4.000000 9728:626.000000 9976:9.000000 10484:-25.000000 11091:78.000000 11730:-130.000000 11942:522.000000 12414:25.000000 12495:258.000000 
1 49:152.000000 50:661.000000 205:1174.000000 288:454.000000 318:908.000000 2515:1446.000000 2791:760.000000 2920:20.000000 3417:55.000000 4935:120.000000 7079:880.000000 7467:650.000000 7514:626.000000 7623:349.000000 7826:52.000000 8058:89.000000 8552:340.000000 8594:165.000000 8603:363.000000 8631:314.000000 9132:492.000000 9290:196.000000 9728:280.000000 9976:437.000000 10484:233.000000 11091:784.000000 11730:131.000000 11942:1198.000000 12414:275.000000 12495:780.000000 
1 49:428.000000 50:1107.000000 205:766.000000 288:564.000000 318:1191.000000 2515:1739.000000 2791:1161.000000 2920:7.000000 3417:25.000000 4935:16.000000 7079:1227.000000 7467:664.000000 7514:184.000000 7623:522.000000 7826:77.000000 8058:21.000000 8552:444.000000 8594:83.000000 8603:449.000000 8631:173.000000 9132:512.000000 9290:44.000000 9728:499.000000 9976:728.000000 10484:127.000000 11091:952.000000 11730:301.000000 11942:725.000000 12414:67.000000 12495:953.000000 
1 49:473.000000 50:923.000000 205:570.000000 288:819.000000 318:1073.000000 2515:1289.000000 2791:169.000000 2920:280.000000 3417:6.000000 4935:835.000000 7079:439.000000 7467:654.000000 7514:307.000000 7623:151.000000 7826:133.000000 8058:188.000000 8552:494.000000 8594:250.000000 8603:427.000000 8631:553.000000 9132:860.000000 9290:63.000000 9728:383.000000 9976:455.000000 10484:251.000000 11091:611.000000 11730:290.000000 11942:594.000000 12414:132.000000 12495:278.000000 
1 49:105.000000 50:448.000000 205:536.000000 288:626.000000 318:674.000000 2515:1027.000000 2791:247.000000 2920:152.000000 3417:544.000000 4935:5.000000 7079:240.000000 7467:549.000000 7514:946.000000 7623:82.000000 7826:158.000000 8058:243.000000 8552:387.000000 8594:547.000000 8603:267.000000 8631:540.000000 9132:318.000000 9290:441.000000 9728:343.000000 9976:579.000000 10484:76.000000 11091:429.000000 11730:96.000000 11942:537.000000 12414:115.000000 12495:1234.000000 
1 49:446.000000 50:1178.000000 205:743.000000 288:665.000000 318:1184.000000 2515:1713.000000 2791:1058.000000 2920:18.000000 3417:42.000000 4935:21.000000 7079:190.000000 7467:732.000000 7514:186.000000 7623:84.000000 7826:73.000000 8058:-5.000000 8552:477.000000 8594:68.000000 8603:311.000000 8631:178.000000 9132:278.000000 9290:32.000000 9728:480.000000 9976:826.000000 10484:129.000000 11091:440.000000 11730:27.000000 11942:791.000000 12414:37.000000 12495:745.000000 
